Year,Statistic,County,car_count
2019,Second Hand Private Cars,Tipperary,89
2019,Second Hand Private Cars,Cork,346
2019,Second Hand Private Cars,Dublin,485
2019,Second Hand Private Cars,Carlow,0
2019,Second Hand Private Cars,Cavan,1
2019,Second Hand Private Cars,Clare,3
2019,Second Hand Private Cars,Donegal,0
2019,Second Hand Private Cars,Galway,2
2019,Second Hand Private Cars,Kerry,1
2019,Second Hand Private Cars,Kildare,1
2019,Second Hand Private Cars,Kilkenny,0
2019,Second Hand Private Cars,Laois,1
2019,Second Hand Private Cars,Leitrim,0
2019,Second Hand Private Cars,Longford,0
2019,Second Hand Private Cars,Louth,0
2019,Second Hand Private Cars,Mayo,2
2019,Second Hand Private Cars,Meath,0
2019,Second Hand Private Cars,Monaghan,0
2019,Second Hand Private Cars,Offaly,0
2019,Second Hand Private Cars,Roscommon,2
2019,Second Hand Private Cars,Sligo,1
2019,Second Hand Private Cars,Westmeath,1
2019,Second Hand Private Cars,Wexford,3
2019,Second Hand Private Cars,Wicklow,3
2019,Second Hand Private Cars,Limerick,2
2019,Second Hand Private Cars,Waterford,2
2019,Second Hand Private Cars,Tipperary,1
2019,Second Hand Private Cars,Cork,4
2019,Second Hand Private Cars,Dublin,19
2019,Second Hand Private Cars,Carlow,0
2019,Second Hand Private Cars,Cavan,0
2019,Second Hand Private Cars,Clare,3
2019,Second Hand Private Cars,Donegal,0
2019,Second Hand Private Cars,Galway,0
2019,Second Hand Private Cars,Kerry,0
2019,Second Hand Private Cars,Kildare,2
2019,Second Hand Private Cars,Kilkenny,0
2019,Second Hand Private Cars,Laois,0
2019,Second Hand Private Cars,Leitrim,0
2019,Second Hand Private Cars,Longford,0
2019,Second Hand Private Cars,Louth,0
2019,Second Hand Private Cars,Mayo,0
2019,Second Hand Private Cars,Meath,2
2019,Second Hand Private Cars,Monaghan,0
2019,Second Hand Private Cars,Offaly,0
2019,Second Hand Private Cars,Roscommon,0
2019,Second Hand Private Cars,Sligo,0
2019,Second Hand Private Cars,Westmeath,0
2019,Second Hand Private Cars,Wexford,2
2019,Second Hand Private Cars,Wicklow,1
2019,Second Hand Private Cars,Limerick,0
2019,Second Hand Private Cars,Waterford,0
2019,Second Hand Private Cars,Tipperary,1
2019,Second Hand Private Cars,Cork,2
2019,Second Hand Private Cars,Dublin,0
2019,Second Hand Private Cars,Carlow,0
2019,Second Hand Private Cars,Cavan,3
2019,Second Hand Private Cars,Clare,1
2019,Second Hand Private Cars,Donegal,10
2019,Second Hand Private Cars,Galway,6
2019,Second Hand Private Cars,Kerry,3
2019,Second Hand Private Cars,Kildare,3
2019,Second Hand Private Cars,Kilkenny,1
2019,Second Hand Private Cars,Laois,4
2019,Second Hand Private Cars,Leitrim,1
2019,Second Hand Private Cars,Longford,3
2019,Second Hand Private Cars,Louth,3
2019,Second Hand Private Cars,Mayo,3
2019,Second Hand Private Cars,Meath,13
2019,Second Hand Private Cars,Monaghan,1
2019,Second Hand Private Cars,Offaly,1
2019,Second Hand Private Cars,Roscommon,1
2019,Second Hand Private Cars,Sligo,2
2019,Second Hand Private Cars,Westmeath,1
2019,Second Hand Private Cars,Wexford,2
2019,Second Hand Private Cars,Wicklow,6
2019,Second Hand Private Cars,Limerick,6
2019,Second Hand Private Cars,Waterford,4
2019,Second Hand Private Cars,Tipperary,6
2019,Second Hand Private Cars,Cork,12
2019,Second Hand Private Cars,Dublin,15
2019,Second Hand Private Cars,Carlow,2
2019,Second Hand Private Cars,Cavan,11
2019,Second Hand Private Cars,Clare,15
2019,Second Hand Private Cars,Donegal,54
2019,Second Hand Private Cars,Galway,26
2019,Second Hand Private Cars,Kerry,8
2019,Second Hand Private Cars,Kildare,28
2019,Second Hand Private Cars,Kilkenny,11
2019,Second Hand Private Cars,Laois,6
2019,Second Hand Private Cars,Leitrim,5
2019,Second Hand Private Cars,Longford,5
2019,Second Hand Private Cars,Louth,17
2019,Second Hand Private Cars,Mayo,13
2019,Second Hand Private Cars,Meath,34
2019,Second Hand Private Cars,Monaghan,9
2019,Second Hand Private Cars,Offaly,5
2019,Second Hand Private Cars,Roscommon,4
2019,Second Hand Private Cars,Sligo,7
2019,Second Hand Private Cars,Westmeath,6
2019,Second Hand Private Cars,Wexford,11
2019,Second Hand Private Cars,Wicklow,25
2019,Second Hand Private Cars,Limerick,10
2019,Second Hand Private Cars,Waterford,5
2019,Second Hand Private Cars,Tipperary,25
2019,Second Hand Private Cars,Cork,73
2019,Second Hand Private Cars,Dublin,196
2019,Second Hand Private Cars,Carlow,61
2019,Second Hand Private Cars,Cavan,136
2019,Second Hand Private Cars,Clare,211
2019,Second Hand Private Cars,Donegal,490
2019,Second Hand Private Cars,Galway,408
2019,Second Hand Private Cars,Kerry,130
2019,Second Hand Private Cars,Kildare,315
2019,Second Hand Private Cars,Kilkenny,85
2019,Second Hand Private Cars,Laois,82
2019,Second Hand Private Cars,Leitrim,50
2019,Second Hand Private Cars,Longford,77
2019,Second Hand Private Cars,Louth,211
2019,Second Hand Private Cars,Mayo,202
2019,Second Hand Private Cars,Meath,296
2019,Second Hand Private Cars,Monaghan,80
2019,Second Hand Private Cars,Offaly,72
2019,Second Hand Private Cars,Roscommon,72
2019,Second Hand Private Cars,Sligo,82
2019,Second Hand Private Cars,Westmeath,104
2019,Second Hand Private Cars,Wexford,165
2019,Second Hand Private Cars,Wicklow,171
2019,Second Hand Private Cars,Limerick,227
2019,Second Hand Private Cars,Waterford,129
2019,Second Hand Private Cars,Tipperary,182
2019,Second Hand Private Cars,Cork,714
2019,Second Hand Private Cars,Dublin,2433
2019,Second Hand Private Cars,Carlow,43
2019,Second Hand Private Cars,Cavan,127
2019,Second Hand Private Cars,Clare,86
2019,Second Hand Private Cars,Donegal,524
2019,Second Hand Private Cars,Galway,247
2019,Second Hand Private Cars,Kerry,101
2019,Second Hand Private Cars,Kildare,202
2019,Second Hand Private Cars,Kilkenny,66
2019,Second Hand Private Cars,Laois,69
2019,Second Hand Private Cars,Leitrim,80
2019,Second Hand Private Cars,Longford,47
2019,Second Hand Private Cars,Louth,232
2019,Second Hand Private Cars,Mayo,177
2019,Second Hand Private Cars,Meath,193
2019,Second Hand Private Cars,Monaghan,220
2019,Second Hand Private Cars,Offaly,53
2019,Second Hand Private Cars,Roscommon,77
2019,Second Hand Private Cars,Sligo,105
2019,Second Hand Private Cars,Westmeath,84
2019,Second Hand Private Cars,Wexford,113
2019,Second Hand Private Cars,Wicklow,79
2019,Second Hand Private Cars,Limerick,123
2019,Second Hand Private Cars,Waterford,58
2019,Second Hand Private Cars,Tipperary,120
2019,Second Hand Private Cars,Cork,377
2019,Second Hand Private Cars,Dublin,750
2019,Second Hand Private Cars,Carlow,154
2019,Second Hand Private Cars,Cavan,338
2019,Second Hand Private Cars,Clare,346
2019,Second Hand Private Cars,Donegal,852
2019,Second Hand Private Cars,Galway,794
2019,Second Hand Private Cars,Kerry,280
2019,Second Hand Private Cars,Kildare,532
2019,Second Hand Private Cars,Kilkenny,206
2019,Second Hand Private Cars,Laois,192
2019,Second Hand Private Cars,Leitrim,171
2019,Second Hand Private Cars,Longford,189
2019,Second Hand Private Cars,Louth,593
2019,Second Hand Private Cars,Mayo,426
2019,Second Hand Private Cars,Meath,699
2019,Second Hand Private Cars,Monaghan,345
2019,Second Hand Private Cars,Offaly,211
2019,Second Hand Private Cars,Roscommon,258
2019,Second Hand Private Cars,Sligo,191
2019,Second Hand Private Cars,Westmeath,300
2019,Second Hand Private Cars,Wexford,386
2019,Second Hand Private Cars,Wicklow,312
2019,Second Hand Private Cars,Limerick,571
2019,Second Hand Private Cars,Waterford,212
2019,Second Hand Private Cars,Tipperary,437
2019,Second Hand Private Cars,Cork,1141
2019,Second Hand Private Cars,Dublin,2763
2019,Second Hand Private Cars,Carlow,26
2019,Second Hand Private Cars,Cavan,27
2019,Second Hand Private Cars,Clare,55
2019,Second Hand Private Cars,Donegal,87
2019,Second Hand Private Cars,Galway,139
2019,Second Hand Private Cars,Kerry,73
2019,Second Hand Private Cars,Kildare,160
2019,Second Hand Private Cars,Kilkenny,38
2019,Second Hand Private Cars,Laois,22
2019,Second Hand Private Cars,Leitrim,15
2019,Second Hand Private Cars,Longford,18
2019,Second Hand Private Cars,Louth,63
2019,Second Hand Private Cars,Mayo,75
2019,Second Hand Private Cars,Meath,104
2019,Second Hand Private Cars,Monaghan,31
2019,Second Hand Private Cars,Offaly,23
2019,Second Hand Private Cars,Roscommon,39
2019,Second Hand Private Cars,Sligo,31
2019,Second Hand Private Cars,Westmeath,42
2019,Second Hand Private Cars,Wexford,76
2019,Second Hand Private Cars,Wicklow,76
2019,Second Hand Private Cars,Limerick,113
2019,Second Hand Private Cars,Waterford,34
2019,Second Hand Private Cars,Tipperary,85
2019,Second Hand Private Cars,Cork,286
2019,Second Hand Private Cars,Dublin,685
